date,country,total.confirmation,X,X.1
20200319,907,17963,NA,NA
20200320,907,20410,NA,NA
20200321,907,25374,NA,NA
20200322,907,28768,NA,NA
20200323,907,35136,NA,NA
20200324,907,42058,NA,NA
20200325,907,49515,NA,NA
20200326,907,57786,NA,NA
20200327,907,65719,NA,NA
20200328,907,73235,NA,NA
20200329,907,80110,NA,NA
20200330,907,87956,NA,NA
20200331,907,95923,NA,NA
20200401,907,104118,NA,NA
20200402,907,112065,NA,NA
20200403,907,119199,NA,NA
20200404,907,126168,NA,NA
20200405,907,131646,NA,NA
20200406,907,136675,NA,NA
20200407,907,141942,NA,NA
20200408,907,148220,NA,NA
20200409,907,153222,NA,NA
20200410,907,158273,NA,NA
20200411,907,163027,NA,NA
20200412,907,166831,NA,NA
20200413,907,170099,NA,NA
20200414,907,174060,NA,NA
20200415,907,177644,NA,NA
20200416,907,184948,NA,NA
20200417,907,190839,NA,NA
20200418,907,194416,NA,NA
20200419,907,198674,NA,NA
20200420,907,200210,NA,NA
20200421,907,204178,NA,NA
20200422,907,208389,NA,NA
20200423,907,213024,NA,NA
20200424,907,219764,NA,NA
20200425,907,223759,NA,NA
20200426,907,226629,NA,NA
20200427,907,229422,NA,NA
20200428,907,232128,NA,NA
20200429,907,236899,NA,NA
20200430,907,239639,NA,NA
20200501,907,242988,NA,NA
20200502,907,245567,NA,NA
20191210,908,0,NA,NA
20191211,908,0,NA,NA
20191212,908,0,NA,NA
20191213,908,0,NA,NA
20191214,908,0,NA,NA
20191215,908,0,NA,NA
20191216,908,0,NA,NA
20191217,908,0,NA,NA
20191218,908,0,NA,NA
20191219,908,0,NA,NA
20191220,908,0,NA,NA
20191221,908,0,NA,NA
20191222,908,0,NA,NA
20191223,908,0,NA,NA
20191224,908,0,NA,NA
20191225,908,0,NA,NA
20191226,908,0,NA,NA
20191227,908,0,NA,NA
20191228,908,0,NA,NA
20191229,908,0,NA,NA
20191230,908,0,NA,NA
20191231,908,0,NA,NA
20200101,908,0,NA,NA
20200102,908,0,NA,NA
20200103,908,0,NA,NA
20200104,908,0,NA,NA
20200105,908,0,NA,NA
20200106,908,0,NA,NA
20200107,908,0,NA,NA
20200108,908,0,NA,NA
20200109,908,0,NA,NA
20200110,908,0,NA,NA
20200111,908,0,NA,NA
20200112,908,0,NA,NA
20200113,908,0,NA,NA
20200114,908,0,NA,NA
20200115,908,0,NA,NA
20200116,908,0,NA,NA
20200117,908,0,NA,NA
20200118,908,0,NA,NA
20200119,908,0,NA,NA
20200120,908,0,NA,NA
20200121,908,0,NA,NA
20200122,908,0,NA,NA
20200123,908,0,NA,NA
20200124,908,0,NA,NA
20200125,908,0,NA,NA
20200126,908,0,NA,NA
20200127,908,0,NA,NA
20200128,908,0,NA,NA
20200129,908,0,NA,NA
20200130,908,0,NA,NA
20200131,908,2,NA,NA
20200201,908,2,NA,NA
20200202,908,2,NA,NA
20200203,908,2,NA,NA
20200204,908,2,NA,NA
20200205,908,2,NA,NA
20200206,908,2,NA,NA
20200207,908,3,NA,NA
20200208,908,3,NA,NA
20200209,908,3,NA,NA
20200210,908,3,NA,NA
20200211,908,3,NA,NA
20200212,908,3,NA,NA
20200213,908,3,NA,NA
20200214,908,3,NA,NA
20200215,908,3,NA,NA
20200216,908,3,NA,NA
20200217,908,3,NA,NA
20200218,908,3,NA,NA
20200219,908,3,NA,NA
20200220,908,3,NA,NA
20200221,908,20,NA,NA
20200222,908,62,NA,NA
20200223,908,155,NA,NA
20200224,908,229,NA,NA
20200225,908,322,NA,NA
20200226,908,453,NA,NA
20200227,908,655,NA,NA
20200228,908,888,NA,NA
20200229,908,1128,NA,NA
20200301,908,1694,NA,NA
20200302,908,2036,NA,NA
20200303,908,2502,NA,NA
20200304,908,3089,NA,NA
20200305,908,3858,NA,NA
20200306,908,4636,NA,NA
20200307,908,5883,NA,NA
20200308,908,7375,NA,NA
20200309,908,9172,NA,NA
20200310,908,10149,NA,NA
20200311,908,12462,NA,NA
20200312,908,12462,NA,NA
20200313,908,17660,NA,NA
20200314,908,21157,NA,NA
20200315,908,24747,NA,NA
20200316,908,27980,NA,NA
20200317,908,31506,NA,NA
20200318,908,35713,NA,NA
20200319,908,41035,NA,NA
20200320,908,47021,NA,NA
20200321,908,53578,NA,NA
20200322,908,59138,NA,NA
20200323,908,63927,NA,NA
20200324,908,69176,NA,NA
20200325,908,74386,NA,NA
20200326,908,80589,NA,NA
20200327,908,86498,NA,NA
20200328,908,92472,NA,NA
20200329,908,97689,NA,NA
20200330,908,101739,NA,NA
20200331,908,105792,NA,NA
20200401,908,110574,NA,NA
20200402,908,115242,NA,NA
20200403,908,119827,NA,NA
20200404,908,124632,NA,NA
20200405,908,128948,NA,NA
20200406,908,132547,NA,NA
20200407,908,135586,NA,NA
20200408,908,139422,NA,NA
20200409,908,143626,NA,NA
20200410,908,147577,NA,NA
20200411,908,152271,NA,NA
20200412,908,156363,NA,NA
20200413,908,159516,NA,NA
20200414,908,162488,NA,NA
20200415,908,165155,NA,NA
20200416,908,168941,NA,NA
20200417,908,172434,NA,NA
20200418,908,175925,NA,NA
20200419,908,178972,NA,NA
20200420,908,181228,NA,NA
20200421,908,183957,NA,NA
20200422,908,187327,NA,NA
20200423,908,189973,NA,NA
20200424,908,192994,NA,NA
20200425,908,195351,NA,NA
20200426,908,197675,NA,NA
20200427,908,199414,NA,NA
20200428,908,201505,NA,NA
20200429,908,203591,NA,NA
20200430,908,205463,NA,NA
20200501,908,207428,NA,NA
20200502,908,209328,NA,NA
20191210,909,0,NA,NA
20191211,909,0,NA,NA
20191212,909,0,NA,NA
20191213,909,0,NA,NA
20191214,909,0,NA,NA
20191215,909,0,NA,NA
20191216,909,0,NA,NA
20191217,909,0,NA,NA
20191218,909,0,NA,NA
20191219,909,0,NA,NA
20191220,909,0,NA,NA
20191221,909,0,NA,NA
20191222,909,0,NA,NA
20191223,909,0,NA,NA
20191224,909,0,NA,NA
20191225,909,0,NA,NA
20191226,909,0,NA,NA
20191227,909,0,NA,NA
20191228,909,0,NA,NA
20191229,909,0,NA,NA
20191230,909,0,NA,NA
20191231,909,0,NA,NA
20200101,909,0,NA,NA
20200102,909,0,NA,NA
20200103,909,0,NA,NA
20200104,909,0,NA,NA
20200105,909,0,NA,NA
20200106,909,0,NA,NA
20200107,909,0,NA,NA
20200108,909,0,NA,NA
20200109,909,0,NA,NA
20200110,909,0,NA,NA
20200111,909,0,NA,NA
20200112,909,0,NA,NA
20200113,909,0,NA,NA
20200114,909,0,NA,NA
20200115,909,0,NA,NA
20200116,909,0,NA,NA
20200117,909,0,NA,NA
20200118,909,0,NA,NA
20200119,909,0,NA,NA
20200120,909,0,NA,NA
20200121,909,0,NA,NA
20200122,909,0,NA,NA
20200123,909,0,NA,NA
20200124,909,0,NA,NA
20200125,909,0,NA,NA
20200126,909,0,NA,NA
20200127,909,0,NA,NA
20200128,909,0,NA,NA
20200129,909,0,NA,NA
20200130,909,0,NA,NA
20200131,909,0,NA,NA
20200201,909,0,NA,NA
20200202,909,0,NA,NA
20200203,909,0,NA,NA
20200204,909,0,NA,NA
20200205,909,0,NA,NA
20200206,909,0,NA,NA
20200207,909,0,NA,NA
20200208,909,0,NA,NA
20200209,909,0,NA,NA
20200210,909,0,NA,NA
20200211,909,0,NA,NA
20200212,909,0,NA,NA
20200213,909,0,NA,NA
20200214,909,0,NA,NA
20200215,909,0,NA,NA
20200216,909,0,NA,NA
20200217,909,0,NA,NA
20200218,909,0,NA,NA
20200219,909,0,NA,NA
20200220,909,0,NA,NA
20200221,909,0,NA,NA
20200222,909,0,NA,NA
20200223,909,0,NA,NA
20200224,909,0,NA,NA
20200225,909,0,NA,NA
20200226,909,1,NA,NA
20200227,909,1,NA,NA
20200228,909,6,NA,NA
20200229,909,15,NA,NA
20200301,909,19,NA,NA
20200302,909,25,NA,NA
20200303,909,32,NA,NA
20200304,909,56,NA,NA
20200305,909,87,NA,NA
20200306,909,108,NA,NA
20200307,909,147,NA,NA
20200308,909,176,NA,NA
20200309,909,205,NA,NA
20200310,909,400,NA,NA
20200311,909,598,NA,NA
20200312,909,702,NA,NA
20200313,909,996,NA,NA
20200314,909,1090,NA,NA
20200315,909,1221,NA,NA
20200316,909,1333,NA,NA
20200317,909,1463,NA,NA
20200318,909,1550,NA,NA
20200319,909,1746,NA,NA
20200320,909,1914,NA,NA
20200321,909,2118,NA,NA
20200322,909,2263,NA,NA
20200323,909,2621,NA,NA
20200324,909,2863,NA,NA
20200325,909,3084,NA,NA
20200326,909,3369,NA,NA
20200327,909,3755,NA,NA
20200328,909,4015,NA,NA
20200329,909,4284,NA,NA
20200330,909,4445,NA,NA
20200331,909,4641,NA,NA
20200401,909,4877,NA,NA
20200402,909,5147,NA,NA
20200403,909,5370,NA,NA
20200404,909,5550,NA,NA
20200405,909,5687,NA,NA
20200406,909,5865,NA,NA
20200407,909,6042,NA,NA
20200408,909,6042,NA,NA
20200409,909,6219,NA,NA
20200410,909,6314,NA,NA
20200411,909,6409,NA,NA
20200412,909,6525,NA,NA
20200413,909,6603,NA,NA
20200414,909,6623,NA,NA
20200415,909,6740,NA,NA
20200416,909,6896,NA,NA
20200417,909,6937,NA,NA
20200418,909,7036,NA,NA
20200419,909,7078,NA,NA
20200420,909,7156,NA,NA
20200421,909,7191,NA,NA
20200422,909,7338,NA,NA
20200423,909,7401,NA,NA
20200424,909,7463,NA,NA
20200425,909,7493,NA,NA
20200426,909,7527,NA,NA
20200427,909,7554,NA,NA
20200428,909,7660,NA,NA
20200429,909,7710,NA,NA
20200430,909,7738,NA,NA
20200501,909,7783,NA,NA
20200502,909,7809,NA,NA
20191210,910,0,NA,NA
20191211,910,0,NA,NA
20191212,910,0,NA,NA
20191213,910,0,NA,NA
20191214,910,0,NA,NA
20191215,910,0,NA,NA
20191216,910,0,NA,NA
20191217,910,0,NA,NA
20191218,910,0,NA,NA
20191219,910,0,NA,NA
20191220,910,0,NA,NA
20191221,910,0,NA,NA
20191222,910,0,NA,NA
20191223,910,0,NA,NA
20191224,910,0,NA,NA
20191225,910,0,NA,NA
20191226,910,0,NA,NA
20191227,910,0,NA,NA
20191228,910,0,NA,NA
20191229,910,0,NA,NA
20191230,910,0,NA,NA
20191231,910,0,NA,NA
20200101,910,0,NA,NA
20200102,910,0,NA,NA
20200103,910,0,NA,NA
20200104,910,0,NA,NA
20200105,910,0,NA,NA
20200106,910,0,NA,NA
20200107,910,0,NA,NA
20200108,910,0,NA,NA
20200109,910,0,NA,NA
20200110,910,0,NA,NA
20200111,910,0,NA,NA
20200112,910,0,NA,NA
20200113,910,0,NA,NA
20200114,910,0,NA,NA
20200115,910,0,NA,NA
20200116,910,0,NA,NA
20200117,910,0,NA,NA
20200118,910,0,NA,NA
20200119,910,0,NA,NA
20200120,910,0,NA,NA
20200121,910,0,NA,NA
20200122,910,0,NA,NA
20200123,910,0,NA,NA
20200124,910,0,NA,NA
20200125,910,0,NA,NA
20200126,910,0,NA,NA
20200127,910,0,NA,NA
20200128,910,0,NA,NA
20200129,910,0,NA,NA
20200130,910,0,NA,NA
20200131,910,0,NA,NA
20200201,910,0,NA,NA
20200202,910,0,NA,NA
20200203,910,0,NA,NA
20200204,910,0,NA,NA
20200205,910,0,NA,NA
20200206,910,0,NA,NA
20200207,910,0,NA,NA
20200208,910,0,NA,NA
20200209,910,0,NA,NA
20200210,910,0,NA,NA
20200211,910,0,NA,NA
20200212,910,0,NA,NA
20200213,910,0,NA,NA
20200214,910,0,NA,NA
20200215,910,0,NA,NA
20200216,910,0,NA,NA
20200217,910,0,NA,NA
20200218,910,0,NA,NA
20200219,910,0,NA,NA
20200220,910,0,NA,NA
20200221,910,0,NA,NA
20200222,910,0,NA,NA
20200223,910,0,NA,NA
20200224,910,0,NA,NA
20200225,910,0,NA,NA
20200226,910,0,NA,NA
20200227,910,1,NA,NA
20200228,910,1,NA,NA
20200229,910,6,NA,NA
20200301,910,10,NA,NA
20200302,910,18,NA,NA
20200303,910,24,NA,NA
20200304,910,38,NA,NA
20200305,910,82,NA,NA
20200306,910,128,NA,NA
20200307,910,188,NA,NA
20200308,910,265,NA,NA
20200309,910,321,NA,NA
20200310,910,382,NA,NA
20200311,910,503,NA,NA
20200312,910,503,NA,NA
20200313,910,804,NA,NA
20200314,910,959,NA,NA
20200315,910,1135,NA,NA
20200316,910,1413,NA,NA
20200317,910,1705,NA,NA
20200318,910,2051,NA,NA
20200319,910,2460,NA,NA
20200320,910,2994,NA,NA
20200321,910,3631,NA,NA
20200322,910,4204,NA,NA
20200323,910,4749,NA,NA
20200324,910,5560,NA,NA
20200325,910,6412,NA,NA
20200326,910,7431,NA,NA
20200327,910,8603,NA,NA
20200328,910,9762,NA,NA
20200329,910,10866,NA,NA
20200330,910,11750,NA,NA
20200331,910,12595,NA,NA
20200401,910,13614,NA,NA
20200402,910,14697,NA,NA
20200403,910,15723,NA,NA
20200404,910,16627,NA,NA
20200405,910,17851,NA,NA
20200406,910,18803,NA,NA
20200407,910,19580,NA,NA
20200408,910,20549,NA,NA
20200409,910,21762,NA,NA
20200410,910,23097,NA,NA
20200411,910,24413,NA,NA
20200412,910,25587,NA,NA
20200413,910,26551,NA,NA
20200414,910,27419,NA,NA
20200415,910,28153,NA,NA
20200416,910,29214,NA,NA
20200417,910,30449,NA,NA
20200418,910,31589,NA,NA
20200419,910,32655,NA,NA
20200420,910,33405,NA,NA
20200421,910,34134,NA,NA
20200422,910,34842,NA,NA
20200423,910,35729,NA,NA
20200424,910,36535,NA,NA
20200425,910,37190,NA,NA
20200426,910,37845,NA,NA
20200427,910,38245,NA,NA
20200428,910,38416,NA,NA
20200429,910,38802,NA,NA
20200430,910,39316,NA,NA
20200501,910,39791,NA,NA
20200502,910,40236,NA,NA
20191210,911,0,NA,NA
20191211,911,0,NA,NA
20191212,911,0,NA,NA
20191213,911,0,NA,NA
20191214,911,0,NA,NA
20191215,911,0,NA,NA
20191216,911,0,NA,NA
20191217,911,0,NA,NA
20191218,911,0,NA,NA
20191219,911,0,NA,NA
20191220,911,0,NA,NA
20191221,911,0,NA,NA
20191222,911,0,NA,NA
20191223,911,0,NA,NA
20191224,911,0,NA,NA
20191225,911,0,NA,NA
20191226,911,0,NA,NA
20191227,911,0,NA,NA
20191228,911,0,NA,NA
20191229,911,0,NA,NA
20191230,911,0,NA,NA
20191231,911,0,NA,NA
20200101,911,0,NA,NA
20200102,911,0,NA,NA
20200103,911,0,NA,NA
20200104,911,0,NA,NA
20200105,911,0,NA,NA
20200106,911,0,NA,NA
20200107,911,0,NA,NA
20200108,911,0,NA,NA
20200109,911,0,NA,NA
20200110,911,0,NA,NA
20200111,911,1,NA,NA
20200112,911,1,NA,NA
20200113,911,1,NA,NA
20200114,911,1,NA,NA
20200115,911,1,NA,NA
20200116,911,1,NA,NA
20200117,911,1,NA,NA
20200118,911,1,NA,NA
20200119,911,1,NA,NA
20200120,911,1,NA,NA
20200121,911,1,NA,NA
20200122,911,2,NA,NA
20200123,911,2,NA,NA
20200124,911,2,NA,NA
20200125,911,3,NA,NA
20200126,911,3,NA,NA
20200127,911,4,NA,NA
20200128,911,5,NA,NA
20200129,911,6,NA,NA
20200130,911,7,NA,NA
20200131,911,8,NA,NA
20200201,911,10,NA,NA
20200202,911,11,NA,NA
20200203,911,14,NA,NA
20200204,911,16,NA,NA
20200205,911,19,NA,NA
20200206,911,23,NA,NA
20200207,911,27,NA,NA
20200208,911,34,NA,NA
20200209,911,42,NA,NA
20200210,911,51,NA,NA
20200211,911,60,NA,NA
20200212,911,68,NA,NA
20200213,911,76,NA,NA
20200214,911,84,NA,NA
20200215,911,90,NA,NA
20200216,911,96,NA,NA
20200217,911,102,NA,NA
20200218,911,107,NA,NA
20200219,911,112,NA,NA
20200220,911,116,NA,NA
20200221,911,120,NA,NA
20200222,911,124,NA,NA
20200223,911,127,NA,NA
20200224,911,130,NA,NA
20200225,911,134,NA,NA
20200226,911,136,NA,NA
20200227,911,139,NA,NA
20200228,911,141,NA,NA
20200229,911,144,NA,NA
20200301,911,146,NA,NA
20200302,911,148,NA,NA
20200303,911,149,NA,NA
20200304,911,151,NA,NA
20200305,911,153,NA,NA
20200306,911,154,NA,NA
20200307,911,169,NA,NA
20200308,911,200,NA,NA
20200309,911,239,NA,NA
20200310,911,267,NA,NA
20200311,911,314,NA,NA
20200312,911,314,NA,NA
20200313,911,559,NA,NA
20200314,911,689,NA,NA
20200315,911,886,NA,NA
20200316,911,1058,NA,NA
20200317,911,1243,NA,NA
20200318,911,1486,NA,NA
20200319,911,1795,NA,NA
20200320,911,2257,NA,NA
20200321,911,2815,NA,NA
20200322,911,3401,NA,NA
20200323,911,3743,NA,NA
20200324,911,4269,NA,NA
20200325,911,4937,NA,NA
20200326,911,6235,NA,NA
20200327,911,7284,NA,NA
20200328,911,9134,NA,NA
20200329,911,10836,NA,NA
20200330,911,11899,NA,NA
20200331,911,12775,NA,NA
20200401,911,13964,NA,NA
20200402,911,15348,NA,NA
20200403,911,16770,NA,NA
20200404,911,18431,NA,NA
20200405,911,19691,NA,NA
20200406,911,20814,NA,NA
20200407,911,22194,NA,NA
20200408,911,23403,NA,NA
20200409,911,24983,NA,NA
20200410,911,26667,NA,NA
20200411,911,28018,NA,NA
20200412,911,29647,NA,NA
20200413,911,30589,NA,NA
20200414,911,31119,NA,NA
20200415,911,33573,NA,NA
20200416,911,34809,NA,NA
20200417,911,36138,NA,NA
20200418,911,37183,NA,NA
20200419,911,38496,NA,NA
20200420,911,39983,NA,NA
20200421,911,40956,NA,NA
20200422,911,41889,NA,NA
20200423,911,42797,NA,NA
20200424,911,44293,NA,NA
20200425,911,45325,NA,NA
20200426,911,46134,NA,NA
20200427,911,46687,NA,NA
20200428,911,47334,NA,NA
20200429,911,47859,NA,NA
20200430,911,48519,NA,NA
20200501,911,49032,NA,NA
20200502,911,49517,NA,NA
20191210,912,0,NA,NA
20191211,912,0,NA,NA
20191212,912,0,NA,NA
20191213,912,0,NA,NA
20191214,912,0,NA,NA
20191215,912,0,NA,NA
20191216,912,0,NA,NA
20191217,912,0,NA,NA
20191218,912,0,NA,NA
20191219,912,0,NA,NA
20191220,912,0,NA,NA
20191221,912,0,NA,NA
20191222,912,0,NA,NA
20191223,912,0,NA,NA
20191224,912,0,NA,NA
20191225,912,0,NA,NA
20191226,912,0,NA,NA
20191227,912,0,NA,NA
20191228,912,0,NA,NA
20191229,912,0,NA,NA
20191230,912,0,NA,NA
20191231,912,0,NA,NA
20200101,912,0,NA,NA
20200102,912,0,NA,NA
20200103,912,0,NA,NA
20200104,912,0,NA,NA
20200105,912,0,NA,NA
20200106,912,0,NA,NA
20200107,912,0,NA,NA
20200108,912,0,NA,NA
20200109,912,0,NA,NA
20200110,912,0,NA,NA
20200111,912,0,NA,NA
20200112,912,0,NA,NA
20200113,912,0,NA,NA
20200114,912,0,NA,NA
20200115,912,0,NA,NA
20200116,912,0,NA,NA
20200117,912,0,NA,NA
20200118,912,0,NA,NA
20200119,912,0,NA,NA
20200120,912,0,NA,NA
20200121,912,0,NA,NA
20200122,912,0,NA,NA
20200123,912,0,NA,NA
20200124,912,0,NA,NA
20200125,912,0,NA,NA
20200126,912,0,NA,NA
20200127,912,0,NA,NA
20200128,912,0,NA,NA
20200129,912,0,NA,NA
20200130,912,0,NA,NA
20200131,912,0,NA,NA
20200201,912,0,NA,NA
20200202,912,0,NA,NA
20200203,912,0,NA,NA
20200204,912,0,NA,NA
20200205,912,0,NA,NA
20200206,912,0,NA,NA
20200207,912,0,NA,NA
20200208,912,0,NA,NA
20200209,912,0,NA,NA
20200210,912,0,NA,NA
20200211,912,0,NA,NA
20200212,912,0,NA,NA
20200213,912,0,NA,NA
20200214,912,0,NA,NA
20200215,912,0,NA,NA
20200216,912,0,NA,NA
20200217,912,0,NA,NA
20200218,912,0,NA,NA
20200219,912,0,NA,NA
20200220,912,0,NA,NA
20200221,912,0,NA,NA
20200222,912,0,NA,NA
20200223,912,0,NA,NA
20200224,912,0,NA,NA
20200225,912,0,NA,NA
20200226,912,0,NA,NA
20200227,912,1,NA,NA
20200228,912,1,NA,NA
20200229,912,3,NA,NA
20200301,912,4,NA,NA
20200302,912,4,NA,NA
20200303,912,6,NA,NA
20200304,912,10,NA,NA
20200305,912,10,NA,NA
20200306,912,23,NA,NA
20200307,912,23,NA,NA
20200308,912,35,NA,NA
20200309,912,90,NA,NA
20200310,912,262,NA,NA
20200311,912,442,NA,NA
20200312,912,615,NA,NA
20200313,912,801,NA,NA
20200314,912,827,NA,NA
20200315,912,864,NA,NA
20200316,912,914,NA,NA
20200317,912,977,NA,NA
20200318,912,1057,NA,NA
20200319,912,1151,NA,NA
20200320,912,1255,NA,NA
20200321,912,1326,NA,NA
20200322,912,1395,NA,NA
20200323,912,1450,NA,NA
20200324,912,1591,NA,NA
20200325,912,1724,NA,NA
20200326,912,1877,NA,NA
20200327,912,2046,NA,NA
20200328,912,2201,NA,NA
20200329,912,2395,NA,NA
20200330,912,2577,NA,NA
20200331,912,2860,NA,NA
20200401,912,3107,NA,NA
20200402,912,3386,NA,NA
20200403,912,3757,NA,NA
20200404,912,4077,NA,NA
20200405,912,4369,NA,NA
20200406,912,4681,NA,NA
20200407,912,5071,NA,NA
20200408,912,5402,NA,NA
20200409,912,5635,NA,NA
20200410,912,5819,NA,NA
20200411,912,5996,NA,NA
20200412,912,6174,NA,NA
20200413,912,6318,NA,NA
20200414,912,6511,NA,NA
20200415,912,6681,NA,NA
20200416,912,6879,NA,NA
20200417,912,7073,NA,NA
20200418,912,7242,NA,NA
20200419,912,7384,NA,NA
20200420,912,7515,NA,NA
20200421,912,7695,NA,NA
20200422,912,7912,NA,NA
20200423,912,8073,NA,NA
20200424,912,8210,NA,NA
20200425,912,8445,NA,NA
20200426,912,8575,NA,NA
20200427,912,8698,NA,NA
20200428,912,8851,NA,NA
20200429,912,9008,NA,NA
20200430,912,9158,NA,NA
20200501,912,9311,NA,NA
20200502,912,9407,NA,NA
20191210,990000,0,NA,NA
20191211,990000,0,NA,NA
20191212,990000,0,NA,NA
20191213,990000,0,NA,NA
20191214,990000,0,NA,NA
20191215,990000,0,NA,NA
20191216,990000,0,NA,NA
20191217,990000,0,NA,NA
20191218,990000,0,NA,NA
20191219,990000,0,NA,NA
20191220,990000,0,NA,NA
20191221,990000,0,NA,NA
20191222,990000,0,NA,NA
20191223,990000,0,NA,NA
20191224,990000,0,NA,NA
20191225,990000,0,NA,NA
20191226,990000,0,NA,NA
20191227,990000,0,NA,NA
20191228,990000,0,NA,NA
20191229,990000,0,NA,NA
20191230,990000,0,NA,NA
20191231,990000,0,NA,NA
20200101,990000,0,NA,NA
20200102,990000,0,NA,NA
20200103,990000,0,NA,NA
20200104,990000,0,NA,NA
20200105,990000,0,NA,NA
20200106,990000,0,NA,NA
20200107,990000,0,NA,NA
20200108,990000,0,NA,NA
20200109,990000,0,NA,NA
20200110,990000,0,NA,NA
20200111,990000,0,NA,NA
20200112,990000,0,NA,NA
20200113,990000,0,NA,NA
20200114,990000,0,NA,NA
20200115,990000,0,NA,NA
20200116,990000,0,NA,NA
20200117,990000,0,NA,NA
20200118,990000,0,NA,NA
20200119,990000,0,NA,NA
20200120,990000,0,NA,NA
20200121,990000,0,NA,NA
20200122,990000,1,NA,NA
20200123,990000,1,NA,NA
20200124,990000,2,NA,NA
20200125,990000,2,NA,NA
20200126,990000,5,NA,NA
20200127,990000,5,NA,NA
20200128,990000,5,NA,NA
20200129,990000,5,NA,NA
20200130,990000,5,NA,NA
20200131,990000,7,NA,NA
20200201,990000,8,NA,NA
20200202,990000,8,NA,NA
20200203,990000,11,NA,NA
20200204,990000,11,NA,NA
20200205,990000,11,NA,NA
20200206,990000,11,NA,NA
20200207,990000,11,NA,NA
20200208,990000,11,NA,NA
20200209,990000,11,NA,NA
20200210,990000,11,NA,NA
20200211,990000,12,NA,NA
20200212,990000,12,NA,NA
20200213,990000,13,NA,NA
20200214,990000,13,NA,NA
20200215,990000,13,NA,NA
20200216,990000,13,NA,NA
20200217,990000,13,NA,NA
20200218,990000,13,NA,NA
20200219,990000,13,NA,NA
20200220,990000,13,NA,NA
20200221,990000,15,NA,NA
20200222,990000,15,NA,NA
20200223,990000,15,NA,NA
20200224,990000,51,NA,NA
20200225,990000,51,NA,NA
20200226,990000,57,NA,NA
20200227,990000,58,NA,NA
20200228,990000,60,NA,NA
20200229,990000,68,NA,NA
20200301,990000,74,NA,NA
20200302,990000,98,NA,NA
20200303,990000,118,NA,NA
20200304,990000,149,NA,NA
20200305,990000,217,NA,NA
20200306,990000,262,NA,NA
20200307,990000,402,NA,NA
20200308,990000,518,NA,NA
20200309,990000,583,NA,NA
20200310,990000,959,NA,NA
20200311,990000,1281,NA,NA
20200312,990000,1663,NA,NA
20200313,990000,2179,NA,NA
20200314,990000,2723,NA,NA
20200315,990000,3490,NA,NA
20200316,990000,4623,NA,NA
20200317,990000,6411,NA,NA
20200318,990000,7771,NA,NA
20200319,990000,13657,NA,NA
20200320,990000,19069,NA,NA
20200321,990000,25450,NA,NA
20200322,990000,33219,NA,NA
20200323,990000,43469,NA,NA
20200324,990000,53443,NA,NA
20200325,990000,65652,NA,NA
20200326,990000,83672,NA,NA
20200327,990000,102338,NA,NA
20200328,990000,123311,NA,NA
20200329,990000,141781,NA,NA
20200330,990000,163195,NA,NA
20200331,990000,187321,NA,NA
20200401,990000,214639,NA,NA
20200402,990000,244230,NA,NA
20200403,990000,276931,NA,NA
20200404,990000,310133,NA,NA
20200405,990000,336327,NA,NA
20200406,990000,364716,NA,NA
20200407,990000,395612,NA,NA
20200408,990000,427101,NA,NA
20200409,990000,466969,NA,NA
20200410,990000,501821,NA,NA
20200411,990000,531257,NA,NA
20200412,990000,560246,NA,NA
20200413,990000,586377,NA,NA
20200414,990000,611745,NA,NA
20200415,990000,643508,NA,NA
20200416,990000,677056,NA,NA
20200417,990000,709200,NA,NA
20200418,990000,737384,NA,NA
20200419,990000,763594,NA,NA
20200420,990000,792076,NA,NA
20200421,990000,817187,NA,NA
20200422,990000,846692,NA,NA
20200423,990000,878974,NA,NA
20200424,990000,923612,NA,NA
20200425,990000,957505,NA,NA
20200426,990000,986818,NA,NA
20200427,990000,1008043,NA,NA
20200428,990000,1035240,NA,NA
20200429,990000,1063351,NA,NA
20200430,990000,1094730,NA,NA
20200501,990000,1130786,NA,NA
20200502,990000,1159430,NA,NA
20191210,420100,0,NA,NA
20191211,420100,0,NA,NA
20191212,420100,0,NA,NA
20191213,420100,0,NA,NA
20191214,420100,0,NA,NA
20191215,420100,0,NA,NA
20191216,420100,0,NA,NA
20191217,420100,1,NA,NA
20191218,420100,1,NA,NA
20191219,420100,1,NA,NA
20191220,420100,2,NA,NA
20191221,420100,2,NA,NA
20191222,420100,4,NA,NA
20191223,420100,5,NA,NA
20191224,420100,6,NA,NA
20191225,420100,6,NA,NA
20191226,420100,8,NA,NA
20191227,420100,12,NA,NA
20191228,420100,16,NA,NA
20191229,420100,16,NA,NA
20191230,420100,20,NA,NA
20191231,420100,21,NA,NA
20200101,420100,24,NA,NA
20200102,420100,26,NA,NA
20200103,420100,32,NA,NA
20200104,420100,37,NA,NA
20200105,420100,39,NA,NA
20200106,420100,43,NA,NA
20200107,420100,44,NA,NA
20200108,420100,49,NA,NA
20200109,420100,54,NA,NA
20200110,420100,60,NA,NA
20200111,420100,66,NA,NA
20200112,420100,70,NA,NA
20200113,420100,78,NA,NA
20200114,420100,85,NA,NA
20200115,420100,91,NA,NA
20200116,420100,106,NA,NA
20200117,420100,121,NA,NA
20200118,420100,154,NA,NA
20200119,420100,227,NA,NA
20200120,420100,317,NA,NA
20200121,420100,404,NA,NA
20200122,420100,469,NA,NA
